,users,catchingUpRatio,order,freq,ordinary-late,pcaInput,_1,_2,features,probability,prediction
0,003136ec-fd3a-908e-de7e-45301e3b,0.6,0.25,0.4,ordinary,"[0.6,0.25,0.4]",-0.2981324866555872,0.232447072524645,"[-0.2981324866555872,0.232447072524645]","[2.1004226524229684e-15,0.19712105979926248,2.1004226524229684e-15,0.8028789402007334]",3
1,037820a7-a143-422c-3ebd-3553d373,0.8571428571428571,0.5,0.14285714285714285,ordinary,"[0.8571428571428571,0.5,0.14285714285714285]",-0.6432180785630586,0.49679941769870845,"[-0.6432180785630586,0.49679941769870845]","[3.1314035825388555e-16,0.9537352858670426,3.1314035825388555e-16,0.046264714132956776]",1
2,06f2e041-7a2d-a0ab-5f48-fd01f0a2,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]",-0.698770572340163,0.9990955153822325,"[-0.698770572340163,0.9990955153822325]","[0.9996891033996016,0.0003067372406764387,1.7399356779722427e-07,3.985366154183353e-06]",0
3,0e59235e-e51a-a5cd-e0ba-0fffe847,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]",-0.698770572340163,0.9990955153822325,"[-0.698770572340163,0.9990955153822325]","[0.9996891033996016,0.0003067372406764387,1.7399356779722427e-07,3.985366154183353e-06]",0
4,1459b8fd-ecab-4e30-1fc9-3d649648,0.8571428571428571,0.3333333333333333,0.14285714285714285,ordinary,"[0.8571428571428571,0.3333333333333333,0.14285714285714285]",-0.6484690709009466,0.3303564710051219,"[-0.6484690709009466,0.3303564710051219]","[3.179254188890674e-16,0.971357596197568,3.179254188890674e-16,0.028642403802431396]",1
5,1496b095-5b5f-4c47-5066-49bcf5d6,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",-0.48039756804343503,0.9900082889737666,"[-0.48039756804343503,0.9900082889737666]","[0.9924996158951895,0.007341688026267922,2.1430031514026237e-07,0.00015848177822739564]",0
6,14a5fec5-bb5b-cac7-e40e-9a363e5c,0.5,0.6666666666666666,0.25,ordinary,"[0.5,0.6666666666666666,0.25]",-0.2771342776563771,0.6557147615802059,"[-0.2771342776563771,0.6557147615802059]","[2.25508359426143e-16,0.09887213147370143,2.25508359426143e-16,0.9011278685262981]",3
7,16ba8f74-d9b7-c724-98c5-f31f43be,0.16666666666666666,0.8,0.8333333333333334,ordinary,"[0.16666666666666666,0.8,0.8333333333333334]",0.3140022569057689,0.7569569227770879,"[0.3140022569057689,0.7569569227770879]","[4.61933409415564e-16,6.5682491951878644e-15,4.61933409415564e-16,0.9999999999999925]",3
8,17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,0.875,0.8571428571428571,0.125,ordinary,"[0.875,0.8571428571428571,0.125]",-0.6564772077090539,0.8544828697002013,"[-0.6564772077090539,0.8544828697002013]","[9.042264586672465e-17,0.03502311332135879,0.9640642504151428,0.0009126362634983053]",2
9,1c09a110-d9c3-2442-9f5d-aee802c0,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",-0.49089955271921093,0.6571223955865936,"[-0.49089955271921093,0.6571223955865936]","[1.6077369439201003e-16,0.8970980214026782,1.6077369439201053e-16,0.10290197859732148]",1
